mat_hash,mat_name,material_texture_field_offset,tex_hash,tex_name,occurrences,unique_pack_count,context_variant_count,context_dependent,serialized_pointer_values,example_packs
0X524D02E8,ch_pedmalech_pedm_v1h_lower,0x00000038,0X3CD68E14,ch_pedm_v1h_lower_nor,1,1,1,0,0x0001AD78,MEGACITY.PCPACK
0X524F1FA1,sew_b01rsew_b01_cos_macha_logo,0x00000028,0XEB1658A0,sew_b01_mtllogo_dif,1,1,1,0,0x00002311,MEGACITY_STRIP_SEW_B.PCPACK
0X524F1FA1,sew_b01rsew_b01_cos_macha_logo,0x00000030,0X994411FA,sew_b01_mtlplate_spe,1,1,1,0,0x00002223,MEGACITY_STRIP_SEW_B.PCPACK
0X524F1FA1,sew_b01rsew_b01_cos_macha_logo,0x00000038,0X994411FA,sew_b01_mtlplate_spe,1,1,1,0,0x00002223,MEGACITY_STRIP_SEW_B.PCPACK
0X524F1FA1,sew_b01rsew_b01_cos_macha_logo,0x0000007C,0X25B0D8B2,sew_b_s_transa_env,1,1,1,0,0x0000209C,MEGACITY_STRIP_SEW_B.PCPACK
0X525284FE,sew_b01rsew_b01_cos_macha_rust,0x00000028,0X5ED7247D,sew_b01_mtlrust_dif,1,1,1,0,0x0000218A,MEGACITY_STRIP_SEW_B.PCPACK
0X525284FE,sew_b01rsew_b01_cos_macha_rust,0x00000030,0X994411FA,sew_b01_mtlplate_spe,1,1,1,0,0x00002223,MEGACITY_STRIP_SEW_B.PCPACK
0X525284FE,sew_b01rsew_b01_cos_macha_rust,0x00000038,0X994411FA,sew_b01_mtlplate_spe,1,1,1,0,0x00002223,MEGACITY_STRIP_SEW_B.PCPACK
0X525284FE,sew_b01rsew_b01_cos_macha_rust,0x0000007C,0X25B0D8B2,sew_b_s_transa_env,1,1,1,0,0x0000209C,MEGACITY_STRIP_SEW_B.PCPACK
0X5253345B,md1i03rmd1i02_mrmet_stairrail,0x00000020,0X0571B129,md1_s_gold_desat,1,1,1,0,0x000032BF,MEGACITY_STRIP_MD1.PCPACK
0X5253345B,md1i03rmd1i02_mrmet_stairrail,0x00000028,0X2A9E836A,md1_s_scuffed_metal_spc,1,1,1,0,0x00003479,MEGACITY_STRIP_MD1.PCPACK
0X5253345B,md1i03rmd1i02_mrmet_stairrail,0x00000074,0X6CE8C493,md1i02_cube_env,1,1,1,0,0x000036CC,MEGACITY_STRIP_MD1.PCPACK
0X52534C60,me3_lampme3_lamp_bulb,0x00000028,0XDDA671A4,me3_s_met_b_spe,1,1,1,0,0x00001230,MEGACITY_STRIP_ME3.PCPACK
0X52534C60,me3_lampme3_lamp_bulb,0x0000003C,0XDDA671A4,me3_s_met_b_spe,1,1,1,0,0x00001230,MEGACITY_STRIP_ME3.PCPACK
0X5253D97D,m10i01rcardboard1,0x00000028,0XB359AC0D,m10_i01_cardboard03_dif,1,1,1,0,0x00000E7B,M10I01.PCPACK
0X5253D97D,m10i01rcardboard1,0x00000078,0XB359BCDD,m10_i01_cardboard03_hgt,1,1,1,0,0x00000E8C,M10I01.PCPACK
0X5253D97F,m10i01rcardboard3,0x00000028,0XB36BC48E,m10_i01_cardboard04_dif,1,1,1,0,0x00000E9D,M10I01.PCPACK
0X5253D97F,m10i01rcardboard3,0x00000030,0XB36C0543,m10_i01_cardboard04_spe,1,1,1,0,0x00000EBF,M10I01.PCPACK
0X5253D97F,m10i01rcardboard3,0x00000034,0XB36C0543,m10_i01_cardboard04_spe,1,1,1,0,0x00000EBF,M10I01.PCPACK
0X5253D97F,m10i01rcardboard3,0x00000078,0XB36BD55E,m10_i01_cardboard04_hgt,1,1,1,0,0x00000EAE,M10I01.PCPACK
0X525471CD,sew_b01rsew_b01_cos_macha_vent,0x00000028,0X3490E0CC,sew_b01_mtlvent_dif,1,1,1,0,0x000020AD,MEGACITY_STRIP_SEW_B.PCPACK
0X525471CD,sew_b01rsew_b01_cos_macha_vent,0x00000030,0X34912181,sew_b01_mtlvent_spe,1,1,1,0,0x000020CF,MEGACITY_STRIP_SEW_B.PCPACK
0X525471CD,sew_b01rsew_b01_cos_macha_vent,0x00000038,0X34912181,sew_b01_mtlvent_spe,1,1,1,0,0x000020CF,MEGACITY_STRIP_SEW_B.PCPACK
0X525471CD,sew_b01rsew_b01_cos_macha_vent,0x00000078,0X3490F19C,sew_b01_mtlvent_hgt,1,1,1,0,0x000020BE,MEGACITY_STRIP_SEW_B.PCPACK
0X525471CD,sew_b01rsew_b01_cos_macha_vent,0x0000007C,0X25B0D8B2,sew_b_s_transa_env,1,1,1,0,0x0000209C,MEGACITY_STRIP_SEW_B.PCPACK
0X52557F2C,hai01_mantle_art_ahai01_mantle_art_a_wood02,0x00000028,0XE7C329E9,hai01_plastic_spe,1,1,1,0,0x00001A97,MEGACITY_STRIP_HA.PCPACK
0X52557F2C,hai01_mantle_art_ahai01_mantle_art_a_wood02,0x00000074,0XDDC69FFB,hai01_env,1,1,1,0,0x00001A31,MEGACITY_STRIP_HA.PCPACK
0X5256B732,n05i04_ringcushionan05i04cscplastic,0x00000030,0X588A1BA8,sn05i04_plastic_00_spe,1,1,1,0,0x00000E2E,N05I04.PCPACK
0X5256B732,n05i04_ringcushionan05i04cscplastic,0x00000034,0X588A1BA8,sn05i04_plastic_00_spe,1,1,1,0,0x00000E2E,N05I04.PCPACK
0X5256CDBC,ma5_b_large_picture_bma5_large_picture_frame,0x00000028,0XF684686E,ma5_s_gensquare_ao,1,1,1,0,0x00003BC5,MEGACITY_STRIP_MA5.PCPACK
0X5256CDBC,ma5_b_large_picture_bma5_large_picture_frame,0x0000007C,0XF68D89AB,ma5_s_n_floor_01_env,1,1,1,0,0x00003BD6,MEGACITY_STRIP_MA5.PCPACK
0X5256E82A,mh1_s_jarcmetal,0x00000028,0XF608111C,mh1_s_metal_dif,1,1,1,0,0x000037EE,MEGACITY_STRIP_MH1.PCPACK
0X5256E82A,mh1_s_jarcmetal,0x00000030,0XE6DC5AA5,mh1_s_mtlgen_spe,1,1,1,0,0x000037DD,MEGACITY_STRIP_MH1.PCPACK
0X5256E82A,mh1_s_jarcmetal,0x00000034,0XE6DC5AA5,mh1_s_mtlgen_spe,1,1,1,0,0x000037DD,MEGACITY_STRIP_MH1.PCPACK
0X5256E82A,mh1_s_jarcmetal,0x0000007C,0X52F4FC33,mh1_s_enviro01_env,1,1,1,0,0x00003326,MEGACITY_STRIP_MH1.PCPACK
0X525A163C,s_str_light_fsinglestrlightsingle00,0x00000028,0XE80997E3,s_str_light_fquad_00_dif,1,1,1,0,0x0001DF79,MEGACITY.PCPACK
0X525A163C,s_str_light_fsinglestrlightsingle00,0x0000002C,0XE809C790,s_str_light_fquad_00_opa,1,1,1,0,0x0001DF9B,MEGACITY.PCPACK
0X525A163C,s_str_light_fsinglestrlightsingle00,0x00000030,0XE809D898,s_str_light_fquad_00_spe,1,1,1,0,0x0001DFAC,MEGACITY.PCPACK
0X525A163C,s_str_light_fsinglestrlightsingle00,0x00000038,0XA8957C88,s_mat_grey75_dif,1,1,1,0,0x0001CD9C,MEGACITY.PCPACK
0X525A163C,s_str_light_fsinglestrlightsingle00,0x00000078,0XE809A8B3,s_str_light_fquad_00_hgt,1,1,1,0,0x0001DF8A,MEGACITY.PCPACK
0X525A163D,s_str_light_fsinglestrlightsingle01,0x00000028,0X64B0EC06,s_mat_white_dif,1,1,1,0,0x0001B75D,MEGACITY.PCPACK
0X525A163D,s_str_light_fsinglestrlightsingle01,0x00000034,0X64B0EC06,s_mat_white_dif,1,1,1,0,0x0001B75D,MEGACITY.PCPACK
0X525A163D,s_str_light_fsinglestrlightsingle01,0x0000007C,0X86592900,s_blg_envmap3,1,1,1,0,0x0001C2A7,MEGACITY.PCPACK
0X525D29EB,me3_lampme3_lamp_tube,0x00000028,0X97FD9C52,me3_s_darkmetb_dif,1,1,1,0,0x00001021,MEGACITY_STRIP_ME3.PCPACK
0X525D29EB,me3_lampme3_lamp_tube,0x00000030,0XDDA671A4,me3_s_met_b_spe,1,1,1,0,0x00001230,MEGACITY_STRIP_ME3.PCPACK
0X5261A6F8,m10i01_flooras brick,0x00000030,0XFAD41871,m10_i01_metal01_spe,1,1,1,0,0x00000F9C,M10I01.PCPACK
0X5261A6F8,m10i01_flooras brick,0x00000034,0XFAD41871,m10_i01_metal01_spe,1,1,1,0,0x00000F9C,M10I01.PCPACK
0X526E518D,mc5i01_catwalkfcatwalka_lights,0x00000020,0X2050F740,mc5_striplight_dif,1,1,1,0,0x00002C1E,MEGACITY_STRIP_MC5.PCPACK
0X526E518D,mc5i01_catwalkfcatwalka_lights,0x00000034,0X2050FC12,mc5_striplight_ems,1,1,1,0,0x00002C2F,MEGACITY_STRIP_MC5.PCPACK
0X526ED7BE,h16i02_pewcpewc_wdtrmz,0x00000020,0X85F6211A,h16i02_woodtrimz_dif,1,1,1,0,0x0000116E,H16I02.PCPACK
0X526ED7BE,h16i02_pewcpewc_wdtrmz,0x00000070,0X300E5399,h16i02_woodpanl01_norm,1,1,1,0,0x00001119,H16I02.PCPACK
0X526ED7BE,h16i02_pewcpewc_wdtrmz,0x00000074,0X868BAE13,h16i02_envromap_dif,1,1,1,0,0x0000117F,H16I02.PCPACK
0X5278F626,b18rstripb_s_elevpanel_crane,0x00000028,0XE300C0F3,stripb_s_elevpanel_dif,1,1,1,0,0x000028C7,MEGACITY_STRIP_B.PCPACK
0X5278F626,b18rstripb_s_elevpanel_crane,0x00000030,0XE30101A8,stripb_s_elevpanel_spe,1,1,1,0,0x000028D8,MEGACITY_STRIP_B.PCPACK
0X5280819A,j09rbottom,0x00000028,0XA7D858BF,cos_seawall_01_dif,1,1,1,0,0x00000A27,J09.PCPACK
0X5280819A,j09rbottom,0x00000078,0XA7C6510E,cos_seawall_00_hgt,1,1,1,0,0x00000A05,J09.PCPACK
0X52813787,k02_final_lodbottom_lod,0x0000002C,0XA527E5C7,seawall_lod,1,1,1,0,0x0001CCE1,MEGACITY.PCPACK
0X52813787,k02_final_lodbottom_lod,0x00000048,0XA57D2CEE,road_horizon,1,1,1,0,0x0001CD03,MEGACITY.PCPACK
0X5284E794,s_stofro_com_5x5_5asign,0x00000024,0X1877C458,s_stofro_sgn_florist,3,3,1,0,0x00002262|0x00002BFA|0x00002C92,G14.PCPACK|G15.PCPACK|H17.PCPACK
0X528F070A,mh1i03rprywood2,0x00000028,0X770CFD74,mh1i03_wdply01_dif,1,1,1,0,0x00003436,MEGACITY_STRIP_MH1.PCPACK
0X528F070A,mh1i03rprywood2,0x00000030,0X770D3E29,mh1i03_wdply01_spe,1,1,1,0,0x00003447,MEGACITY_STRIP_MH1.PCPACK
0X528F070A,mh1i03rprywood2,0x00000034,0X770D3E29,mh1i03_wdply01_spe,1,1,1,0,0x00003447,MEGACITY_STRIP_MH1.PCPACK
0X528F070A,mh1i03rprywood2,0x00000078,0XF9864744,mh1i03_floortile01_hgt,1,1,1,0,0x00003832,MEGACITY_STRIP_MH1.PCPACK
0X528F070A,mh1i03rprywood2,0x0000007C,0X4E29078D,mh1i03_enviro01_env,1,1,1,0,0x00003315,MEGACITY_STRIP_MH1.PCPACK
0X52904EFF,v_sedangrille,0x00000028,0XFD4532B1,vehiclegrille_dif,1,1,1,0,0x0001E41F,MEGACITY.PCPACK
0X52904EFF,v_sedangrille,0x00000030,0XFD4532B1,vehiclegrille_dif,1,1,1,0,0x0001E41F,MEGACITY.PCPACK
0X52904EFF,v_sedangrille,0x00000038,0XFD4532B1,vehiclegrille_dif,1,1,1,0,0x0001E41F,MEGACITY.PCPACK
0X52904EFF,v_sedangrille,0x00000078,0XFD455E0D,vehiclegrille_nor,1,1,1,0,0x0001E430,MEGACITY.PCPACK
0X5290E80B,n20i02rn20i02_wall01_metal01,0x00000030,0XA06D89D5,n20i02_metal01_spe,1,1,1,0,0x00001811,N20I02.PCPACK
0X52936EF4,m20i01rcurtains,0x00000020,0XDCDCC38B,m20_i01_redfabric_dif,1,1,1,0,0x00000B99,M20I01.PCPACK
0X52936EF4,m20i01rcurtains,0x00000070,0XDCDCD45B,m20_i01_redfabric_hgt,1,1,1,0,0x00000BAA,M20I01.PCPACK
0X52936EF4,m20i01rcurtains,0x00000074,0XA7497C55,m20_i01_environment01_env,1,1,1,0,0x00000B00,M20I01.PCPACK
0X52942DEC,n23_final_lodsidewalk_lod,0x0000002C,0X3AB0DE32,sidewalk_lod,1,1,1,0,0x0001ACCE,MEGACITY.PCPACK
0X52942DEC,n23_final_lodsidewalk_lod,0x00000048,0XA57D2CEE,road_horizon,1,1,1,0,0x0001CD03,MEGACITY.PCPACK
0X529732EE,sub_a05rsub_a_tun5dwn_wall,0x00000078,0XE66B5DA0,stripsuba_s_conwall_hgt,1,1,1,0,0x00000E73,SUB_A05.PCPACK
0X52A72791,g19_final_lodparkpath_lod,0x0000002C,0X0D15DB39,parkpath_lod,1,1,1,0,0x00019CDE,MEGACITY.PCPACK
0X52A72791,g19_final_lodparkpath_lod,0x00000048,0XA57D2CEE,road_horizon,1,1,1,0,0x0001CD03,MEGACITY.PCPACK
0X52AC5A6A,ui_poi_enemy_off_nearicon,0x00000028,0XD58AE4E6,ui_grey_smdif,1,1,1,0,0x0000EEAF,GAME.PCPACK
0X52AD5F1A,p25rmtl_04a,0x00000020,0X98AE8229,sp_lm_brdg_tri_mtl_04a_dif,1,1,1,0,0x00000524,P25.PCPACK
0X52AD5F1A,p25rmtl_04a,0x00000028,0X98AEC2DE,sp_lm_brdg_tri_mtl_04a_spe,1,1,1,0,0x00000546,P25.PCPACK
0X52AD5F1A,p25rmtl_04a,0x0000002C,0X98AEC2F1,sp_lm_brdg_tri_mtl_04a_spx,1,1,1,0,0x00000557,P25.PCPACK
0X52AD5F1A,p25rmtl_04a,0x00000070,0X98AE92F9,sp_lm_brdg_tri_mtl_04a_hgt,1,1,1,0,0x00000535,P25.PCPACK
0X52AFF754,sew_b01fs_colsew_b01_cos_fallout_topwall,0x00000028,0X4AF49085,sew_b01_topwall_dif,1,1,1,0,0x00002124,MEGACITY_STRIP_SEW_B.PCPACK
0X52AFF754,sew_b01fs_colsew_b01_cos_fallout_topwall,0x00000030,0X4BB10153,sew_b01_cncrtfloor_spe,1,1,1,0,0x00002157,MEGACITY_STRIP_SEW_B.PCPACK
0X52AFF754,sew_b01fs_colsew_b01_cos_fallout_topwall,0x00000034,0X4BB10153,sew_b01_cncrtfloor_spe,1,1,1,0,0x00002157,MEGACITY_STRIP_SEW_B.PCPACK
0X52AFF754,sew_b01fs_colsew_b01_cos_fallout_topwall,0x00000078,0X5657A119,sew_b01_bttmwall_hgt,1,1,1,0,0x00002179,MEGACITY_STRIP_SEW_B.PCPACK
0X52AFF754,sew_b01fs_colsew_b01_cos_fallout_topwall,0x0000007C,0X25B0D8B2,sew_b_s_transa_env,1,1,1,0,0x0000209C,MEGACITY_STRIP_SEW_B.PCPACK
0X52BB8112,sew_f07_pipegsew_f07_wlb_deadend,0x00000078,0XFC478C3E,sew_f07_dirty_grey_hgt,1,1,1,0,0x00002BC2,SEW_F07.PCPACK
0X52BE1965,ma1i11_col_columnma1i11_cos_wall_wallup,0x00000028,0XF40D10DC,ma1i11_x_offwhite,1,1,1,0,0x0000155E,MA1I11.PCPACK
0X52C039B7,mc3i03_ent_meganurnnurn_red_lamp,0x00000020,0X059C59C1,mc3_s_red_dif,1,1,1,0,0x0000187F,MEGACITY_STRIP_MC3.PCPACK
0X52C039B7,mc3i03_ent_meganurnnurn_red_lamp,0x00000034,0X0170A311,mc3i03_lightglow_dif,1,1,1,0,0x0000184C,MEGACITY_STRIP_MC3.PCPACK
0X52C4E9C7,sew_f10_mh_brickrepairsew_f10_tnl_rocka,0x00000020,0XCF4B3D03,sew_f10_tnl_rocka_dif,1,1,1,0,0x00000CB4,LOCATION_CONNORS_4.PCPACK
0X52C4E9C7,sew_f10_mh_brickrepairsew_f10_tnl_rocka,0x00000028,0XCF4B7DB8,sew_f10_tnl_rocka_spe,1,1,1,0,0x00000CD6,LOCATION_CONNORS_4.PCPACK
0X52C4E9C7,sew_f10_mh_brickrepairsew_f10_tnl_rocka,0x00000030,0XCF4B7DB8,sew_f10_tnl_rocka_spe,1,1,1,0,0x00000CD6,LOCATION_CONNORS_4.PCPACK
0X52C4E9C7,sew_f10_mh_brickrepairsew_f10_tnl_rocka,0x00000070,0XCF4B4DD3,sew_f10_tnl_rocka_hgt,1,1,1,0,0x00000CC5,LOCATION_CONNORS_4.PCPACK
0X52C4E9C7,sew_f10_mh_brickrepairsew_f10_tnl_rocka,0x00000074,0X8BBBE26C,sew_f_s_f05_ref,1,1,1,0,0x00000BA4,LOCATION_CONNORS_4.PCPACK
0X52DD902F,sew_g_tun_30sew_g_tun_cable01,0x00000030,0XA7E94A5E,sew_g_tun_cable01_ref,1,1,1,0,0x000024B7,SEW_G02.PCPACK
0X52DFD23C,g19i01rg19i01_conveyor_01,0x00000020,0X59AF7542,s_mat_woodply_00_hgt,1,1,1,0,0x00000E29,G19I01.PCPACK
0X52DFD23D,g19i01rg19i01_conveyor_02,0x00000020,0X7EDA2687,s_wndo_board_gls_00_dif,1,1,1,0,0x00000E7E,G19I01.PCPACK
0X52DFD23D,g19i01rg19i01_conveyor_02,0x00000028,0X7EDA2687,s_wndo_board_gls_00_dif,1,1,1,0,0x00000E7E,G19I01.PCPACK
0X52DFD23D,g19i01rg19i01_conveyor_02,0x0000002C,0X7EDA2687,s_wndo_board_gls_00_dif,1,1,1,0,0x00000E7E,G19I01.PCPACK
0X52DFD23D,g19i01rg19i01_conveyor_02,0x00000070,0X7EDA2687,s_wndo_board_gls_00_dif,1,1,1,0,0x00000E7E,G19I01.PCPACK
0X52DFD23E,g19i01rg19i01_conveyor_03,0x00000028,0X9C86479C,s_str_barrier_met_00_spe,1,1,1,0,0x00000EF5,G19I01.PCPACK
0X52DFD23E,g19i01rg19i01_conveyor_03,0x0000002C,0X9C86479C,s_str_barrier_met_00_spe,1,1,1,0,0x00000EF5,G19I01.PCPACK
0X52DFD23E,g19i01rg19i01_conveyor_03,0x00000070,0X9C8617B7,s_str_barrier_met_00_hgt,1,1,1,0,0x00000EE4,G19I01.PCPACK
0X52DFD23F,g19i01rg19i01_conveyor_04,0x00000028,0X9C86479C,s_str_barrier_met_00_spe,1,1,1,0,0x00000EF5,G19I01.PCPACK
0X52DFD23F,g19i01rg19i01_conveyor_04,0x0000002C,0X9C86479C,s_str_barrier_met_00_spe,1,1,1,0,0x00000EF5,G19I01.PCPACK
0X52DFD23F,g19i01rg19i01_conveyor_04,0x00000070,0X9C8617B7,s_str_barrier_met_00_hgt,1,1,1,0,0x00000EE4,G19I01.PCPACK
0X52E93EC7,dbg_large_picture_ddbg_large_picture_a,0x00000028,0X86E9B238,dbg_s_frontpageb_dif,1,1,1,0,0x00001886,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC7,dbg_large_picture_ddbg_large_picture_a,0x00000030,0XB9EEC00C,dbg_s_crumplpapera_hgt,1,1,1,0,0x00001A0D,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC7,dbg_large_picture_ddbg_large_picture_a,0x00000034,0XB9EEC00C,dbg_s_crumplpapera_hgt,1,1,1,0,0x00001A0D,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC7,dbg_large_picture_ddbg_large_picture_a,0x00000038,0XED72ABDD,dbg_drapes_01_dif,1,1,1,0,0x00001B50,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC7,dbg_large_picture_ddbg_large_picture_a,0x0000007C,0X0B7F4F68,dbg_s_floor_01_env,1,1,1,0,0x00001512,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC8,dbg_large_picture_ddbg_large_picture_b,0x00000028,0X86FBCAB9,dbg_s_frontpagec_dif,1,1,1,0,0x00001897,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC8,dbg_large_picture_ddbg_large_picture_b,0x00000030,0XB9EEC00C,dbg_s_crumplpapera_hgt,1,1,1,0,0x00001A0D,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC8,dbg_large_picture_ddbg_large_picture_b,0x00000034,0XB9EEC00C,dbg_s_crumplpapera_hgt,1,1,1,0,0x00001A0D,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC8,dbg_large_picture_ddbg_large_picture_b,0x00000038,0XED72ABDD,dbg_drapes_01_dif,1,1,1,0,0x00001B50,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC8,dbg_large_picture_ddbg_large_picture_b,0x0000007C,0X0B7F4F68,dbg_s_floor_01_env,1,1,1,0,0x00001512,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC9,dbg_large_picture_ddbg_large_picture_c,0x00000028,0X870DE33A,dbg_s_frontpaged_dif,1,1,1,0,0x000018A8,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC9,dbg_large_picture_ddbg_large_picture_c,0x00000030,0XB9EEC00C,dbg_s_crumplpapera_hgt,1,1,1,0,0x00001A0D,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC9,dbg_large_picture_ddbg_large_picture_c,0x00000034,0XB9EEC00C,dbg_s_crumplpapera_hgt,1,1,1,0,0x00001A0D,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC9,dbg_large_picture_ddbg_large_picture_c,0x00000038,0XED72ABDD,dbg_drapes_01_dif,1,1,1,0,0x00001B50,MEGACITY_STRIP_DBG.PCPACK
0X52E93EC9,dbg_large_picture_ddbg_large_picture_c,0x0000007C,0X0B7F4F68,dbg_s_floor_01_env,1,1,1,0,0x00001512,MEGACITY_STRIP_DBG.PCPACK
0X52E93ECA,dbg_large_picture_ddbg_large_picture_d,0x00000028,0X871FFBBB,dbg_s_frontpagee_dif,1,1,1,0,0x000018B9,MEGACITY_STRIP_DBG.PCPACK
0X52E93ECA,dbg_large_picture_ddbg_large_picture_d,0x00000030,0XB9EEC00C,dbg_s_crumplpapera_hgt,1,1,1,0,0x00001A0D,MEGACITY_STRIP_DBG.PCPACK
0X52E93ECA,dbg_large_picture_ddbg_large_picture_d,0x00000034,0XB9EEC00C,dbg_s_crumplpapera_hgt,1,1,1,0,0x00001A0D,MEGACITY_STRIP_DBG.PCPACK
0X52E93ECA,dbg_large_picture_ddbg_large_picture_d,0x00000038,0XED72ABDD,dbg_drapes_01_dif,1,1,1,0,0x00001B50,MEGACITY_STRIP_DBG.PCPACK
0X52E93ECA,dbg_large_picture_ddbg_large_picture_d,0x0000007C,0X0B7F4F68,dbg_s_floor_01_env,1,1,1,0,0x00001512,MEGACITY_STRIP_DBG.PCPACK
0X52ED19A6,n08i01rn08_db_cnr01-smthmtl,0x00000028,0XC3E41535,no8_db_dkbrass_dif,1,1,1,0,0x0000166A,N08I01.PCPACK
0X52ED19A6,n08i01rn08_db_cnr01-smthmtl,0x0000007C,0XC389BDC3,n08_db_env,1,1,1,0,0x00001659,N08I01.PCPACK
0X52F04E0B,ch_pedmalech_pedm_v1h_upper,0x00000034,0XAF4067CE,ch_pedm_v1a_lower_ao,1,1,1,0,0x0001D033,MEGACITY.PCPACK
0X52F04E0B,ch_pedmalech_pedm_v1h_upper,0x00000038,0X26A0B2B7,ch_pedm_v1h_upper_nor,1,1,1,0,0x0001A806,MEGACITY.PCPACK
0X52F175F1,k02_final_lodk02radtow_phat_metaldrk,0x00000020,0XEE33C777,s_mat_metal_00_dif,1,1,1,0,0x0001E09A,MEGACITY.PCPACK
0X52F175F1,k02_final_lodk02radtow_phat_metaldrk,0x00000028,0XEE33D847,s_mat_metal_00_hgt,1,1,1,0,0x0001E0AB,MEGACITY.PCPACK
0X52F175F1,k02_final_lodk02radtow_phat_metaldrk,0x0000002C,0XEE33C777,s_mat_metal_00_dif,1,1,1,0,0x0001E09A,MEGACITY.PCPACK
0X52F175F1,k02_final_lodk02radtow_phat_metaldrk,0x00000070,0XEE33D847,s_mat_metal_00_hgt,1,1,1,0,0x0001E0AB,MEGACITY.PCPACK
0X52F1AF24,s_stofro_com_10x5_13aconcr1,0x0000001C,0X9DDD08F7,s_mat_concrete_00_dif,1,1,1,0,0x0001CA6C,MEGACITY.PCPACK
0X52F1AF24,s_stofro_com_10x5_13aconcr1,0x00000020,0X04D1396D,s_mat_concrete_spe,1,1,1,0,0x00019ABE,MEGACITY.PCPACK
0X52F1AF24,s_stofro_com_10x5_13aconcr1,0x00000024,0X78D5A493,s_mat_concrete_n,1,1,1,0,0x0001BD68,MEGACITY.PCPACK
0X52F1AF24,s_stofro_com_10x5_13aconcr1,0x00000028,0XA2FB31C3,mhg_grunge,1,1,1,0,0x0001CC04,MEGACITY.PCPACK
0X5304B60F,s_cafetablecafechair0,0x00000028,0X5546A9DC,s_mat_woodstain_00_dif,1,1,1,0,0x0001B3A5,MEGACITY.PCPACK
0X5304B60F,s_cafetablecafechair0,0x00000030,0X5546A9DC,s_mat_woodstain_00_dif,1,1,1,0,0x0001B3A5,MEGACITY.PCPACK
0X5304B60F,s_cafetablecafechair0,0x0000007C,0X86592900,s_blg_envmap3,1,1,1,0,0x0001C2A7,MEGACITY.PCPACK
0X5304B610,s_cafetablecafechair1,0x00000028,0XD6D570B8,s_mat_red_darker_dif,1,1,1,0,0x0001DB7D,MEGACITY.PCPACK
0X5304B610,s_cafetablecafechair1,0x00000078,0X972A62D9,s_mat_leather_00_hgt,1,1,1,0,0x0001C84C,MEGACITY.PCPACK
0X53107F7C,n16_penthouse_chairc_leather,0x00000028,0X0EE603F3,n16i01_chairbase01_dif,1,1,1,0,0x00001DD6,MEGACITY_STRIP_N.PCPACK
0X53107F7C,n16_penthouse_chairc_leather,0x00000030,0XCADF0721,n16i01_chaircushion01_hgt,1,1,1,0,0x000028CB,MEGACITY_STRIP_N.PCPACK
0X53107F7C,n16_penthouse_chairc_leather,0x00000034,0XCADF0721,n16i01_chaircushion01_hgt,1,1,1,0,0x000028CB,MEGACITY_STRIP_N.PCPACK
0X53107F7C,n16_penthouse_chairc_leather,0x00000078,0XCADF0721,n16i01_chaircushion01_hgt,1,1,1,0,0x000028CB,MEGACITY_STRIP_N.PCPACK
0X5310AA17,r03_pipe_meterama5_meter_glass,0x00000028,0X7AD100DE,ma4_s_genhrzn_ao,1,1,1,0,0x00003A12,MEGACITY_STRIP_R.PCPACK
0X5310AA17,r03_pipe_meterama5_meter_glass,0x0000002C,0X7AD100DE,ma4_s_genhrzn_ao,1,1,1,0,0x00003A12,MEGACITY_STRIP_R.PCPACK
0X5310AA17,r03_pipe_meterama5_meter_glass,0x00000030,0X7AD100DE,ma4_s_genhrzn_ao,1,1,1,0,0x00003A12,MEGACITY_STRIP_R.PCPACK
0X5310AA17,r03_pipe_meterama5_meter_glass,0x00000038,0X29B26896,ma4_s_max_filler,1,1,1,0,0x000037D0,MEGACITY_STRIP_R.PCPACK
0X5310AA17,r03_pipe_meterama5_meter_glass,0x0000007C,0X1BDF3760,ma4_s_1_ref,1,1,1,0,0x00003737,MEGACITY_STRIP_R.PCPACK
0X53115005,ma1_ent_wiregma1_ent_wiree_flr,0x00000028,0XC6140E67,ma1i02_x_concflr,1,1,1,0,0x00002969,MA1I02.PCPACK
0X53115005,ma1_ent_wiregma1_ent_wiree_flr,0x00000030,0XB4E8F9EE,ma1i02_x_concflr_spe,1,1,1,0,0x00002936,MA1I02.PCPACK
0X5311C853,sew_b01rsew_b01_cos_fallout01_bottomwall,0x00000020,0X56579049,sew_b01_bttmwall_dif,1,1,1,0,0x00002168,MEGACITY_STRIP_SEW_B.PCPACK
0X5311C853,sew_b01rsew_b01_cos_fallout01_bottomwall,0x00000028,0X4BB10153,sew_b01_cncrtfloor_spe,1,1,1,0,0x00002157,MEGACITY_STRIP_SEW_B.PCPACK
